reference,name,listed-building,listed-building-grade,notes,start-date,end-date,entry-date,geometry
LB1629,(West side) The Cutting Catacombs in Highgate (Western) Cemetery,1378924,II,,1974-05-14,,,"POLYGON ((-0.147827 51.567911,-0.147805 51.567922,-0.147804 51.567922,-0.147779 51.567933,-0.147778 51.567933,-0.147723 51.567952,-0.147722 51.567952,-0.147665 51.567968,-0.147664 51.567969,-0.147629 51.567977,-0.147628 51.567977,-0.147593 51.567984,-0.147552 51.567992,-0.147547 51.567993,-0.1475 51.567991,-0.147494 51.56799,-0.14749 51.567988,-0.147487 51.567985,-0.147486 51.567982,-0.147488 51.567978,-0.147491 51.567975,-0.147496 51.567974,-0.147501 51.567973,-0.147546 51.567975,-0.147584 51.567967,-0.147619 51.56796,-0.147653 51.567952,-0.147709 51.567936,-0.147764 51.567917,-0.147788 51.567907,-0.147811 51.567896,-0.147813 51.567895,-0.147832 51.567885,-0.147851 51.567872,-0.147869 51.567858,-0.147887 51.567845,-0.147899 51.567833,-0.147913 51.567816,-0.147916 51.567813,-0.147921 51.567811,-0.147927 51.567811,-0.147932 51.567812,-0.147937 51.567814,-0.147939 51.567817,-0.14794 51.56782,-0.147939 51.567824,-0.147924 51.567842,-0.147923 51.567843,-0.147911 51.567855,-0.14791 51.567855,-0.147892 51.56787,-0.147873 51.567884,-0.147872 51.567884,-0.147852 51.567897,-0.147852 51.567898,-0.14783 51.56791,-0.147827 51.567911))"
LB1621,(South side) Forecourt railings and gate to No.10,1378750,II*,,1954-06-10,,,"POLYGON ((-0.148476 51.570372,-0.148481 51.57037,-0.148486 51.57037,-0.148491 51.57037,-0.148495 51.570372,-0.148498 51.570374,-0.1485 51.570377,-0.1485 51.57038,-0.148498 51.570383,-0.148495 51.570386,-0.148413 51.570428,-0.148311 51.570482,-0.148306 51.570483,-0.148301 51.570484,-0.148295 51.570483,-0.148291 51.570481,-0.148288 51.570478,-0.148288 51.570474,-0.148289 51.570471,-0.148293 51.570468,-0.148394 51.570414,-0.148476 51.570372))"
LB109,(East side) Tomb of William Friese-Greene in Highgate (Eastern) Cemetery,1378873,II,,1974-05-14,,,"POLYGON ((-0.146428 51.56641,-0.146429 51.566406,-0.146433 51.566404,-0.146437 51.566402,-0.146443 51.566401,-0.146449 51.566402,-0.146453 51.566404,-0.146456 51.566407,-0.146457 51.56641,-0.146456 51.566414,-0.146453 51.566417,-0.146448 51.566418,-0.146442 51.566419,-0.146437 51.566418,-0.146432 51.566416,-0.146429 51.566413,-0.146428 51.56641))"
LB1800,(South side) Nos.39 AND 40 and attached garden walls & railings,1067413,II,,1974-05-14,,,"POLYGON ((-0.169155 51.556227,-0.169313 51.556315,-0.169316 51.556317,-0.169318 51.556321,-0.169317 51.556324,-0.169314 51.556327,-0.169264 51.556362,-0.169261 51.556364,-0.169256 51.556365,-0.169252 51.556365,-0.169247 51.556364,-0.169244 51.556363,-0.169209 51.556343,-0.169174 51.556368,-0.169171 51.55637,-0.169167 51.556371,-0.169162 51.556371,-0.169158 51.556371,-0.169154 51.556369,-0.169108 51.556343,-0.169103 51.556346,-0.169098 51.556348,-0.169093 51.556349,-0.169088 51.556349,-0.169083 51.556347,-0.169053 51.55633,-0.16905 51.556328,-0.169048 51.556325,-0.169048 51.556322,-0.169049 51.55632,-0.169052 51.556317,-0.169054 51.556316,-0.169039 51.556307,-0.169036 51.556304,-0.169035 51.556301,-0.169036 51.556297,-0.169039 51.556294,-0.169085 51.556262,-0.169135 51.556227,-0.16914 51.556225,-0.169145 51.556225,-0.169151 51.556225,-0.169155 51.556227))"
LB1726,"(East side) St Andrew's Gardens entrance gates, section of south side railings & monuments",1113193,II,,1974-05-14,,,"MULTIPOLYGON (((-0.117022 51.525547,-0.116981 51.525505,-0.116979 51.525502,-0.11698 51.525498,-0.116982 51.525495,-0.116986 51.525493,-0.116991 51.525491,-0.116997 51.525492,-0.117002 51.525493,-0.117006 51.525496,-0.117047 51.525538,-0.117048 51.525542,-0.117048 51.525545,-0.117046 51.525548,-0.117042 51.525551,-0.117036 51.525552,-0.117031 51.525552,-0.117026 51.52555,-0.117022 51.525547)),((-0.115323 51.525556,-0.115332 51.525509,-0.115333 51.525506,-0.115337 51.525503,-0.115342 51.525502,-0.115348 51.525501,-0.115353 51.525503,-0.115357 51.525505,-0.11536 51.525508,-0.11536 51.525511,-0.115351 51.525558,-0.115349 51.525562,-0.115346 51.525564,-0.115341 51.525566,-0.115335 51.525566,-0.11533 51.525565,-0.115325 51.525563,-0.115323 51.52556,-0.115323 51.525556)),((-0.116464 51.525023,-0.116421 51.524983,-0.116419 51.52498,-0.116419 51.524976,-0.116421 51.524973,-0.116425 51.52497,-0.11643 51.524969,-0.116435 51.524969,-0.116441 51.52497,-0.116445 51.524973,-0.116488 51.525013,-0.116491 51.525016,-0.116491 51.52502,-0.116488 51.525023,-0.116484 51.525026,-0.116479 51.525027,-0.116474 51.525027,-0.116468 51.525026,-0.116464 51.525023)))"
LB1731,(North side) Two bollards adjoining Murray Terrace,1113011,II,,1974-05-14,,,"POLYGON ((-0.176048 51.557664,-0.176053 51.557663,-0.176059 51.557664,-0.176063 51.557666,-0.176066 51.557669,-0.176067 51.557672,-0.176066 51.557676,-0.176063 51.557679,-0.176058 51.55768,-0.176053 51.557681,-0.176047 51.55768,-0.176042 51.557678,-0.176039 51.557675,-0.176039 51.557672,-0.176039 51.557671,-0.176034 51.557671,-0.176028 51.557671,-0.176023 51.557668,-0.17602 51.557666,-0.17602 51.557662,-0.176021 51.557659,-0.176024 51.557656,-0.176029 51.557654,-0.176034 51.557653,-0.17604 51.557654,-0.176044 51.557656,-0.176047 51.557659,-0.176048 51.557663,-0.176048 51.557664))"
LB32,Tomb of Temple Moore in St John's Churchyard Extension,1356756,II,,1999-12-30,,,"POLYGON ((-0.180576 51.556441,-0.180577 51.556438,-0.18058 51.556435,-0.180585 51.556433,-0.18059 51.556432,-0.180596 51.556433,-0.180601 51.556435,-0.180604 51.556438,-0.180605 51.556441,-0.180603 51.556445,-0.1806 51.556448,-0.180595 51.55645,-0.18059 51.55645,-0.180584 51.556449,-0.18058 51.556447,-0.180577 51.556444,-0.180576 51.556441))"
LB1656,Nine lamp posts in New Square,1379308,II,,1974-05-14,,,"MULTIPOLYGON (((-0.113797 51.515381,-0.113798 51.515377,-0.113801 51.515375,-0.113806 51.515373,-0.113812 51.515372,-0.113817 51.515373,-0.113822 51.515375,-0.113825 51.515378,-0.113826 51.515381,-0.113824 51.515385,-0.113821 51.515388,-0.113816 51.515389,-0.113811 51.51539,-0.113805 51.515389,-0.113801 51.515387,-0.113798 51.515384,-0.113797 51.515381)),((-0.113992 51.515648,-0.113993 51.515645,-0.113997 51.515642,-0.114001 51.51564,-0.114007 51.51564,-0.114012 51.51564,-0.114017 51.515643,-0.11402 51.515645,-0.114021 51.515649,-0.11402 51.515652,-0.114017 51.515655,-0.114012 51.515657,-0.114006 51.515658,-0.114001 51.515657,-0.113996 51.515655,-0.113993 51.515652,-0.113992 51.515648)),((-0.114381 51.515929,-0.114382 51.515926,-0.114385 51.515923,-0.11439 51.515921,-0.114396 51.515921,-0.114401 51.515921,-0.114406 51.515923,-0.114409 51.515926,-0.11441 51.51593,-0.114409 51.515933,-0.114405 51.515936,-0.114401 51.515938,-0.114395 51.515939,-0.11439 51.515938,-0.114385 51.515936,-0.114382 51.515933,-0.114381 51.515929)),((-0.114172 51.515895,-0.114174 51.515892,-0.114177 51.515889,-0.114182 51.515887,-0.114187 51.515887,-0.114193 51.515887,-0.114197 51.515889,-0.1142 51.515892,-0.114201 51.515896,-0.1142 51.515899,-0.114197 51.515902,-0.114192 51.515904,-0.114186 51.515905,-0.114181 51.515904,-0.114176 51.515902,-0.114173 51.515899,-0.114172 51.515895)),((-0.113352 51.516018,-0.113353 51.516015,-0.113356 51.516012,-0.113361 51.51601,-0.113367 51.51601,-0.113372 51.51601,-0.113377 51.516013,-0.11338 51.516015,-0.113381 51.516019,-0.11338 51.516022,-0.113376 51.516025,-0.113372 51.516027,-0.113366 51.516028,-0.113361 51.516027,-0.113356 51.516025,-0.113353 51.516022,-0.113352 51.516018)),((-0.11308 51.515572,-0.113081 51.515569,-0.113084 51.515566,-0.113089 51.515564,-0.113095 51.515564,-0.1131 51.515564,-0.113105 51.515566,-0.113108 51.515569,-0.113109 51.515573,-0.113108 51.515576,-0.113104 51.515579,-0.1131 51.515581,-0.113094 51.515582,-0.113089 51.515581,-0.113084 51.515579,-0.113081 51.515576,-0.11308 51.515572)),((-0.112967 51.515325,-0.112968 51.515321,-0.112972 51.515318,-0.112976 51.515317,-0.112982 51.515316,-0.112987 51.515317,-0.112992 51.515319,-0.112995 51.515322,-0.112996 51.515325,-0.112995 51.515329,-0.112991 51.515331,-0.112987 51.515333,-0.112981 51.515334,-0.112976 51.515333,-0.112971 51.515331,-0.112968 51.515328,-0.112967 51.515325)),((-0.113645 51.515183,-0.113646 51.515179,-0.113649 51.515176,-0.113654 51.515175,-0.11366 51.515174,-0.113665 51.515175,-0.11367 51.515177,-0.113673 51.51518,-0.113674 51.515183,-0.113672 51.515187,-0.113669 51.51519,-0.113664 51.515191,-0.113659 51.515192,-0.113653 51.515191,-0.113649 51.515189,-0.113646 51.515186,-0.113645 51.515183)),((-0.113267 51.515258,-0.113268 51.515254,-0.113272 51.515252,-0.113276 51.51525,-0.113282 51.515249,-0.113287 51.51525,-0.113292 51.515252,-0.113295 51.515255,-0.113296 51.515258,-0.113295 51.515262,-0.113292 51.515265,-0.113287 51.515267,-0.113281 51.515267,-0.113276 51.515266,-0.113271 51.515264,-0.113268 51.515261,-0.113267 51.515258)))"
LB1717,(North side) Cotterell Garden north end entrance gateway and attached stone pumps,1379310,II,,1974-05-14,,,"POLYGON ((-0.113929 51.516039,-0.113926 51.516042,-0.113922 51.516043,-0.11391 51.516046,-0.113906 51.516047,-0.113901 51.516047,-0.113897 51.516046,-0.113893 51.516044,-0.113891 51.516041,-0.113885 51.51603,-0.113884 51.516027,-0.113884 51.516026,-0.113788 51.516049,-0.113793 51.516051,-0.113796 51.516054,-0.113803 51.516064,-0.113804 51.516067,-0.113803 51.51607,-0.1138 51.516073,-0.113796 51.516075,-0.113785 51.516078,-0.113781 51.516079,-0.113776 51.516079,-0.113772 51.516078,-0.113772 51.516079,-0.113767 51.516081,-0.113762 51.516082,-0.113756 51.516082,-0.113751 51.51608,-0.113748 51.516077,-0.113746 51.516074,-0.113747 51.51607,-0.113761 51.516041,-0.113763 51.516038,-0.113766 51.516036,-0.113769 51.516035,-0.113881 51.516008,-0.113885 51.516007,-0.113889 51.516007,-0.113892 51.516008,-0.11394 51.516022,-0.113944 51.516024,-0.113947 51.516027,-0.113948 51.516031,-0.113947 51.516034,-0.113943 51.516037,-0.113938 51.516039,-0.113933 51.516039,-0.113929 51.516039))"
LB93,K2 Telephone Kiosk on island opposite No.3 (No.3 not included),1329900,II,,1987-02-27,,,"POLYGON ((-0.162421 51.546581,-0.162422 51.546577,-0.162426 51.546574,-0.16243 51.546572,-0.162436 51.546572,-0.162441 51.546573,-0.162446 51.546575,-0.162449 51.546578,-0.16245 51.546581,-0.162449 51.546584,-0.162446 51.546587,-0.162441 51.546589,-0.162435 51.54659,-0.16243 51.546589,-0.162425 51.546587,-0.162422 51.546584,-0.162421 51.546581))"
LB1914,GREAT RUSSELL STREET (North side),1396434,II,,2011-02-02,,,"MULTIPOLYGON (((-0.125089 51.518771,-0.12509 51.518768,-0.125093 51.518765,-0.125098 51.518763,-0.125103 51.518762,-0.125109 51.518763,-0.125113 51.518765,-0.125116 51.518768,-0.125117 51.518771,-0.125116 51.518775,-0.125113 51.518778,-0.125108 51.51878,-0.125103 51.51878,-0.125097 51.518779,-0.125092 51.518777,-0.125089 51.518774,-0.125089 51.518771)),((-0.125053 51.518787,-0.125055 51.518784,-0.125058 51.518781,-0.125063 51.518779,-0.125068 51.518778,-0.125074 51.518779,-0.125078 51.518781,-0.125081 51.518784,-0.125082 51.518788,-0.125081 51.518791,-0.125078 51.518794,-0.125073 51.518796,-0.125068 51.518796,-0.125062 51.518796,-0.125057 51.518794,-0.125054 51.518791,-0.125053 51.518787)))"
LB1856,(West side) Railings to forecourt garden of Nos.1-10,1244298,II,,1974-05-14,,,"POLYGON ((-0.145599 51.527522,-0.145597 51.527523,-0.145592 51.527525,-0.145587 51.527526,-0.145581 51.527525,-0.145577 51.527523,-0.145574 51.52752,-0.145573 51.527517,-0.145571 51.527516,-0.145568 51.527514,-0.145563 51.527511,-0.14556 51.527509,-0.145559 51.527507,-0.145552 51.5275,-0.145551 51.527498,-0.145549 51.527494,-0.145549 51.527491,-0.14555 51.527488,-0.145553 51.527486,-0.145557 51.527484,-0.145561 51.527483,-0.145566 51.527483,-0.145571 51.527484,-0.145575 51.527486,-0.145577 51.527489,-0.145578 51.527492,-0.145584 51.527498,-0.145585 51.5275,-0.145587 51.527501,-0.145591 51.527502,-0.145596 51.527504,-0.145654 51.527503,-0.14564 51.52701,-0.145601 51.52701,-0.145589 51.52701,-0.145584 51.527011,-0.145581 51.527011,-0.145579 51.527012,-0.145578 51.527013,-0.145573 51.527015,-0.145571 51.527017,-0.145568 51.52702,-0.145564 51.527025,-0.145561 51.527027,-0.145557 51.527029,-0.145552 51.52703,-0.145547 51.527029,-0.145543 51.527028,-0.145539 51.527026,-0.145537 51.527023,-0.145537 51.52702,-0.145538 51.527017,-0.145542 51.527012,-0.145543 51.527011,-0.145546 51.527007,-0.145547 51.527007,-0.145551 51.527003,-0.145553 51.527002,-0.145556 51.527,-0.145562 51.526998,-0.145565 51.526996,-0.14557 51.526995,-0.145577 51.526993,-0.145578 51.526993,-0.145586 51.526992,-0.145588 51.526992,-0.145601 51.526992,-0.145654 51.526992,-0.145659 51.526993,-0.145664 51.526995,-0.145667 51.526998,-0.145668 51.527001,-0.145683 51.527512,-0.145683 51.527515,-0.145681 51.527517,-0.145678 51.527519,-0.145674 51.52752,-0.145669 51.527521,-0.145599 51.527522))"
LB1579,(West side) Railings to garden forecourt of Nos.1-12,1242937,II,,1974-05-14,,,"POLYGON ((-0.145154 51.53062,-0.145156 51.530619,-0.145159 51.530617,-0.145168 51.530613,-0.145172 51.530611,-0.145177 51.53061,-0.145181 51.530609,-0.145188 51.530609,-0.14519 51.530609,-0.145203 51.530609,-0.145206 51.53061,-0.145209 51.53061,-0.145216 51.530613,-0.145219 51.530614,-0.145222 51.530616,-0.145225 51.530619,-0.145226 51.53062,-0.14523 51.530625,-0.14523 51.530626,-0.145243 51.530655,-0.145289 51.53076,-0.145382 51.530969,-0.145401 51.531013,-0.14542 51.531054,-0.14542 51.531055,-0.145421 51.531061,-0.145422 51.531062,-0.145422 51.531072,-0.145422 51.531077,-0.145422 51.53108,-0.145418 51.531086,-0.145418 51.531087,-0.145416 51.53109,-0.145413 51.531092,-0.145407 51.531096,-0.145404 51.531097,-0.1454 51.531098,-0.145324 51.531111,-0.145319 51.531111,-0.145313 51.53111,-0.145309 51.531108,-0.145307 51.531105,-0.145306 51.531101,-0.145308 51.531098,-0.145312 51.531095,-0.145317 51.531094,-0.145389 51.531081,-0.145391 51.53108,-0.145394 51.531076,-0.145394 51.531073,-0.145393 51.531063,-0.145392 51.531058,-0.145373 51.531018,-0.145373 51.531017,-0.145354 51.530974,-0.145261 51.530764,-0.145215 51.53066,-0.145203 51.530632,-0.1452 51.530628,-0.1452 51.530627,-0.145199 51.530627,-0.14519 51.530627,-0.145185 51.530627,-0.145184 51.530628,-0.145178 51.53063,-0.145174 51.530633,-0.14517 51.530634,-0.145165 51.530634,-0.14516 51.530633,-0.145156 51.530632,-0.145153 51.530629,-0.145152 51.530626,-0.145152 51.530623,-0.145154 51.53062))"
LB1841,"Formal pond surround, fountain and pedestals in Inverforth House garden",1113187,II,,1978-12-14,,,"MULTIPOLYGON (((-0.181775 51.564939,-0.18215 51.56502,-0.182155 51.565022,-0.182158 51.565024,-0.18216 51.565028,-0.182159 51.565031,-0.182156 51.565034,-0.182151 51.565036,-0.182146 51.565037,-0.18214 51.565037,-0.181765 51.564956,-0.181761 51.564954,-0.181757 51.564952,-0.181756 51.564948,-0.181757 51.564945,-0.181759 51.564942,-0.181764 51.56494,-0.181769 51.564939,-0.181775 51.564939)),((-0.181718 51.565081,-0.181714 51.565079,-0.18171 51.565077,-0.181709 51.565073,-0.18171 51.56507,-0.181712 51.565067,-0.181717 51.565065,-0.181722 51.565064,-0.181728 51.565064,-0.181846 51.56509,-0.182047 51.565129,-0.182047 51.565129,-0.182094 51.56514,-0.182099 51.565142,-0.182102 51.565145,-0.182104 51.565148,-0.182103 51.565152,-0.1821 51.565155,-0.182095 51.565157,-0.18209 51.565157,-0.182084 51.565157,-0.182038 51.565146,-0.181837 51.565107,-0.181837 51.565107,-0.181718 51.565081)))"
LB131,(West side) Monument to Mrs Esther Uzielli in Highgate (Western) Cemetery,1378917,II,,1974-05-14,,,"POLYGON ((-0.149327 51.568334,-0.149328 51.568331,-0.149331 51.568328,-0.149336 51.568326,-0.149342 51.568325,-0.149347 51.568326,-0.149352 51.568328,-0.149355 51.568331,-0.149356 51.568335,-0.149354 51.568338,-0.149351 51.568341,-0.149346 51.568343,-0.149341 51.568343,-0.149335 51.568343,-0.149331 51.568341,-0.149328 51.568338,-0.149327 51.568334))"
LB1700,(West side) Three bollards opposite No.1 (No.1 not included),1379201,II,,1974-05-14,,,"POLYGON ((-0.180345 51.558263,-0.180347 51.558263,-0.180353 51.558263,-0.180357 51.558266,-0.18036 51.558268,-0.180361 51.558272,-0.18036 51.558275,-0.180363 51.558275,-0.180369 51.558276,-0.180373 51.558278,-0.180376 51.558281,-0.180377 51.558284,-0.180376 51.558287,-0.180373 51.55829,-0.180368 51.558292,-0.180363 51.558293,-0.180357 51.558292,-0.180353 51.55829,-0.18035 51.558287,-0.180349 51.558284,-0.18035 51.55828,-0.180346 51.558281,-0.180341 51.55828,-0.180336 51.558278,-0.180333 51.558275,-0.180332 51.558271,-0.180333 51.558269,-0.180331 51.558269,-0.180326 51.558269,-0.180321 51.558267,-0.180318 51.558264,-0.180317 51.55826,-0.180318 51.558257,-0.180322 51.558254,-0.180326 51.558252,-0.180332 51.558251,-0.180337 51.558252,-0.180342 51.558254,-0.180345 51.558257,-0.180346 51.558261,-0.180345 51.558263))"
LB1784,(East side) Forecourt railings to Nos.9 and 10,1246158,II,,1974-05-14,,,"POLYGON ((-0.144759 51.525359,-0.14477 51.525357,-0.144776 51.525356,-0.144781 51.525357,-0.144797 51.525362,-0.144801 51.525364,-0.144803 51.525366,-0.144805 51.525369,-0.144805 51.525371,-0.144802 51.52539,-0.1448 51.525401,-0.144799 51.525407,-0.144799 51.525413,-0.144799 51.525418,-0.144801 51.525429,-0.144802 51.525434,-0.144805 51.525439,-0.144805 51.52544,-0.144807 51.525445,-0.14481 51.52545,-0.144811 51.52545,-0.144815 51.525456,-0.144819 51.525461,-0.144824 51.525465,-0.14483 51.525469,-0.144831 51.525469,-0.144837 51.525473,-0.144847 51.525478,-0.144864 51.525486,-0.144991 51.525466,-0.144997 51.525465,-0.145002 51.525467,-0.145007 51.525469,-0.145009 51.525472,-0.145009 51.525476,-0.145007 51.525479,-0.145004 51.525482,-0.144999 51.525483,-0.144865 51.525504,-0.144861 51.525505,-0.144857 51.525504,-0.144853 51.525503,-0.14483 51.525493,-0.144829 51.525492,-0.144818 51.525487,-0.144817 51.525486,-0.14481 51.525481,-0.144803 51.525477,-0.144801 51.525476,-0.144795 51.525471,-0.144795 51.52547,-0.14479 51.525465,-0.144789 51.525464,-0.144785 51.525457,-0.14478 51.525452,-0.144779 51.525449,-0.144777 51.525443,-0.144774 51.525438,-0.144774 51.525437,-0.144773 51.525432,-0.14477 51.525419,-0.14477 51.525413,-0.14477 51.525406,-0.14477 51.525405,-0.144772 51.525398,-0.144774 51.525388,-0.144776 51.525376,-0.144773 51.525375,-0.144768 51.525376,-0.144762 51.525376,-0.144757 51.525375,-0.144752 51.525373,-0.14475 51.52537,-0.144749 51.525366,-0.144751 51.525363,-0.144754 51.52536,-0.144759 51.525359))"
LB1829,"(West side) No.4 and attached railings, wall and lamp",1378979,II*,,1954-06-10,,,"MULTIPOLYGON (((-0.151778 51.569882,-0.151769 51.569755,-0.151769 51.569752,-0.151771 51.569749,-0.151774 51.569747,-0.151778 51.569746,-0.151782 51.569745,-0.151962 51.569741,-0.151968 51.569741,-0.151973 51.569743,-0.151976 51.569746,-0.151977 51.569749,-0.151979 51.569776,-0.151982 51.569776,-0.151987 51.569776,-0.151992 51.569778,-0.151995 51.569781,-0.151996 51.569784,-0.151997 51.569806,-0.151996 51.569809,-0.151993 51.569812,-0.151988 51.569814,-0.151983 51.569815,-0.151983 51.569815,-0.151984 51.569835,-0.151983 51.569838,-0.15198 51.569841,-0.151976 51.569843,-0.15197 51.569844,-0.151963 51.569844,-0.151964 51.569848,-0.151963 51.569852,-0.15196 51.569855,-0.151956 51.569857,-0.15195 51.569858,-0.151913 51.569859,-0.151908 51.569859,-0.151904 51.569858,-0.151901 51.569856,-0.151898 51.569854,-0.151897 51.569851,-0.151897 51.569847,-0.15186 51.569848,-0.151861 51.569851,-0.151862 51.569879,-0.151861 51.569883,-0.151859 51.569886,-0.151854 51.569888,-0.151849 51.569889,-0.151794 51.569891,-0.151789 51.569891,-0.151785 51.569889,-0.151782 51.569888,-0.151779 51.569885,-0.151778 51.569882)),((-0.151688 51.569899,-0.151689 51.569895,-0.151692 51.569892,-0.151697 51.56989,-0.151702 51.56989,-0.151708 51.569891,-0.151712 51.569893,-0.151715 51.569896,-0.151716 51.569899,-0.151715 51.569903,-0.151712 51.569905,-0.151707 51.569907,-0.151702 51.569908,-0.151696 51.569907,-0.151692 51.569905,-0.151689 51.569902,-0.151688 51.569899)))"
LB47,Tomb of Marie Lloyd in Hampstead Cemetery,1322158,II,,1999-12-30,,,"POLYGON ((-0.197753 51.556544,-0.197754 51.556541,-0.197757 51.556538,-0.197762 51.556536,-0.197768 51.556535,-0.197773 51.556536,-0.197778 51.556538,-0.197781 51.556541,-0.197782 51.556545,-0.19778 51.556548,-0.197777 51.556551,-0.197772 51.556553,-0.197767 51.556553,-0.197761 51.556553,-0.197757 51.556551,-0.197754 51.556548,-0.197753 51.556544))"
